"first_name","second_name","time","year","distance"
"Sifan ","Hassan","4:00.67","2014","1500-metres"
"Sifan ","Hassan","4:00.72","2014","1500-metres"
"Abeba ","Aregawi","4:00.94","2014","1500-metres"
"Genzebe ","Dibaba","4:01.00","2014","1500-metres"
"Sifan ","Hassan","4:01.19","2014","1500-metres"
"Viola Jelagat ","Kibiwot","4:01.31","2014","1500-metres"
"Meraf ","Bahta","4:01.34","2014","1500-metres"
"Brenda ","Martinez","4:01.36","2014","1500-metres"
"Eunice Jepkoech ","Sum","4:01.54","2014","1500-metres"
"Sifan ","Hassan","4:01.62","2014","1500-metres"
"Mimi ","Belete","4:01.63","2014","1500-metres"
"Sifan ","Hassan","4:01.79","2014","1500-metres"
"Mimi ","Belete","4:01.98","2014","1500-metres"
"Axumawit ","Embaye","4:02.35","2014","1500-metres"
"Brenda ","Martinez","4:02.52","2014","1500-metres"
"Jennifer ","Simpson","4:02.54","2014","1500-metres"
"Rababe ","Arafi","4:02.71","2014","1500-metres"
"Laura ","Weightman","4:02.72","2014","1500-metres"
"Axumawit ","Embaye","4:02.78","2014","1500-metres"
"Gudaf ","Tsegay","4:02.83","2014","1500-metres"
"Rababe ","Arafi","4:02.86","2014","1500-metres"
"Laura ","Muir","4:02.91","2014","1500-metres"
"Shannon ","Rowbury","4:02.96","2014","1500-metres"
"Luiza ","Gega","4:03.12","2014","1500-metres"
"Meraf ","Bahta","4:03.16","2014","1500-metres"
"Gudaf ","Tsegay","4:03.21","2014","1500-metres"
"Shannon ","Rowbury","4:03.36","2014","1500-metres"
"Abeba ","Aregawi","4:03.40","2014","1500-metres"
"Genzebe ","Dibaba","3:50.07","2015","1500-metres"
"Genzebe ","Dibaba","3:54.11","2015","1500-metres"
"Sifan ","Hassan","3:56.05","2015","1500-metres"
"Shannon ","Rowbury","3:56.29","2015","1500-metres"
"Jennifer ","Simpson","3:57.30","2015","1500-metres"
"Laura ","Muir","3:58.66","2015","1500-metres"
"Sifan ","Hassan","3:59.12","2015","1500-metres"
"Jennifer ","Simpson","3:59.31","2015","1500-metres"
"Faith Chepngetich ","Kipyegon","3:59.32","2015","1500-metres"
"Sifan ","Hassan","3:59.68","2015","1500-metres"
"Dawit ","Seyaum","3:59.76","2015","1500-metres"
"Maureen ","Koster","3:59.79","2015","1500-metres"
"Sifan ","Hassan","4:00.30","2015","1500-metres"
"Laura ","Muir","4:00.39","2015","1500-metres"
"Laura ","Muir","4:00.61","2015","1500-metres"
"Besu ","Sado","4:00.65","2015","1500-metres"
"Faith Chepngetich ","Kipyegon","4:00.94","2015","1500-metres"
"Dawit ","Seyaum","4:00.96","2015","1500-metres"
"Jennifer ","Simpson","4:00.98","2015","1500-metres"
"Mercy ","Cherono","4:01.26","2015","1500-metres"
"Sifan ","Hassan","4:01.40","2015","1500-metres"
"Viola Jelagat ","Kibiwot","4:01.41","2015","1500-metres"
"Anna ","Shchagina","4:01.46","2015","1500-metres"
"Sifan ","Hassan","4:01.65","2015","1500-metres"
"Faith Chepngetich ","Kipyegon","4:01.85 A","2015","1500-metres"
"Senbere ","Teferi","4:01.86","2015","1500-metres"
"Abeba ","Aregawi","4:01.97","2015","1500-metres"
"Mercy ","Cherono","4:02.21 A","2015","1500-metres"
"Shannon ","Rowbury","4:02.28","2015","1500-metres"
"Sifan ","Hassan","4:02.36","2015","1500-metres"
"Genzebe ","Dibaba","4:02.59","2015","1500-metres"
"Luiza ","Gega","4:02.63","2015","1500-metres"
"Maureen ","Koster","4:02.64","2015","1500-metres"
"Faith Chepngetich ","Kipyegon","4:02.77","2015","1500-metres"
"Dawit ","Seyaum","4:02.90","2015","1500-metres"
"Rababe ","Arafi","4:02.94","2015","1500-metres"
"Axumawit ","Embaye","4:03.00","2015","1500-metres"
"Luiza ","Gega","4:03.01","2015","1500-metres"
"Angelika ","Cichocka","4:03.06","2015","1500-metres"
"Abeba ","Aregawi","4:03.07","2015","1500-metres"
"Gudaf ","Tsegay","4:03.09","2015","1500-metres"
"Nancy ","Chepkwemoi","4:03.09","2015","1500-metres"
"Sarah ","Brown","4:03.20","2015","1500-metres"
"Beatrice ","Chepkoech","4:03.28","2015","1500-metres"
"Faith Chepngetich ","Kipyegon","4:03.38","2015","1500-metres"
"Alexa ","Efraimson","4:03.39","2015","1500-metres"
"Jennifer ","Simpson","4:03.54","2015","1500-metres"
"Kerri ","Gallagher","4:03.56","2015","1500-metres"
"Katie ","Mackey","4:03.81","2015","1500-metres"
"Violah Cheptoo ","Lagat","4:04.10","2015","1500-metres"
"Laura ","Muir","3:55.22","2016","1500-metres"
"Faith Chepngetich ","Kipyegon","3:56.41","2016","1500-metres"
"Faith Chepngetich ","Kipyegon","3:56.72","2016","1500-metres"
"Faith Chepngetich ","Kipyegon","3:56.82","2016","1500-metres"
"Sifan ","Hassan","3:57.13","2016","1500-metres"
"Genzebe ","Dibaba","3:57.31","2016","1500-metres"
"Laura ","Muir","3:57.49","2016","1500-metres"
"Shannon ","Rowbury","3:57.78","2016","1500-metres"
"Laura ","Muir","3:57.85","2016","1500-metres"
"Shannon ","Rowbury","3:58.00","2016","1500-metres"
"Dawit ","Seyaum","3:58.09","2016","1500-metres"
"Dawit ","Seyaum","3:58.10","2016","1500-metres"
"Jennifer ","Simpson","3:58.19","2016","1500-metres"
"Sifan ","Hassan","3:58.43","2016","1500-metres"
"Jennifer ","Simpson","3:58.54","2016","1500-metres"
"Dawit ","Seyaum","3:58.63","2016","1500-metres"
"Hellen Onsando ","Obiri","3:59.34","2016","1500-metres"
"Besu ","Sado","3:59.47","2016","1500-metres"
"Faith Chepngetich ","Kipyegon","3:59.71","2016","1500-metres"
"Genzebe ","Dibaba","3:59.83","2016","1500-metres"
"Dawit ","Seyaum","3:59.87","2016","1500-metres"
"Besu ","Sado","3:59.96","2016","1500-metres"
"Besu ","Sado","4:00.08","2016","1500-metres"
"Gudaf ","Tsegay","4:00.18","2016","1500-metres"
"Laura ","Muir","4:00.53","2016","1500-metres"
"Sifan ","Hassan","4:00.87","2016","1500-metres"
"Sofia ","Ennaoui","4:01.00","2016","1500-metres"
"Ciara ","Mageean","4:01.46","2016","1500-metres"
"Jennifer ","Simpson","4:01.57","2016","1500-metres"
"Linden ","Hall","4:01.78","2016","1500-metres"
"Faith Chepngetich ","Kipyegon","4:01.86","2016","1500-metres"
"Caster ","Semenya","4:01.99","2016","1500-metres"
"Hellen Onsando ","Obiri","4:02.11","2016","1500-metres"
"Meraf ","Bahta","4:02.62","2016","1500-metres"
"Laura ","Weightman","4:02.66","2016","1500-metres"
"Winny ","Chebet","4:02.66","2016","1500-metres"
"Gudaf ","Tsegay","4:02.73","2016","1500-metres"
"Laura ","Weightman","4:03.04","2016","1500-metres"
"Axumawit ","Embaye","4:03.05","2016","1500-metres"
"Genzebe ","Dibaba","4:03.06","2016","1500-metres"
"Meraf ","Bahta","4:03.06","2016","1500-metres"
"Zoe ","Buckman","4:03.22","2016","1500-metres"
"Meraf ","Bahta","4:03.24","2016","1500-metres"
"Angelika ","Cichocka","4:03.25","2016","1500-metres"
"Amanda ","Eccleston","4:03.25","2016","1500-metres"
"Shelby ","Houlihan","4:03.39","2016","1500-metres"
"Brenda ","Martinez","4:03.57","2016","1500-metres"
"Sifan ","Hassan","4:03.62","2016","1500-metres"
"Betlhem ","Desalegn","4:03.70","2016","1500-metres"
"Eilish ","McColgan","4:03.74","2016","1500-metres"
"Cristina ","Casandra","9:40.20","2000","3000-metres-steeplechase"
"Cristina ","Casandra","9:43.64","2000","3000-metres-steeplechase"
"Cristina ","Casandra","9:51.76","2000","3000-metres-steeplechase"
"Ekaterina ","Volkova","9:52.40","2000","3000-metres-steeplechase"
"Anzhelika ","Averkova","9:54.10","2000","3000-metres-steeplechase"
"Daniela ","Petrescu","9:54.86","2000","3000-metres-steeplechase"
"Luminita ","Gogârlea","9:56.99","2000","3000-metres-steeplechase"
"Justyna ","Bak","9:57.03","2000","3000-metres-steeplechase"
"Elizabeth ","Jackson","9:57.20","2000","3000-metres-steeplechase"
"Lisa ","Nye","10:00.63","2000","3000-metres-steeplechase"
"Susanne ","Wigene","10:01.54","2000","3000-metres-steeplechase"
"Olimpia ","Pop","10:02.60","2000","3000-metres-steeplechase"
"Kara ","Ormond","10:03.09","2000","3000-metres-steeplechase"
"Courtney ","Meldrum","10:04.41","2000","3000-metres-steeplechase"
"Tara ","Haynes","10:04.45","2000","3000-metres-steeplechase"
"Céline ","Rajot","10:04.85","2000","3000-metres-steeplechase"
"Varvara ","Shestok","10:05.12","2000","3000-metres-steeplechase"
"Luminita ","Gogârlea","10:07.41","2000","3000-metres-steeplechase"
"Olimpia ","Pop","10:07.52","2000","3000-metres-steeplechase"
"Mériem ","Méréd","10:07.63","2000","3000-metres-steeplechase"
"Tara ","Krzywicki","10:08.11","2000","3000-metres-steeplechase"
"Véronique ","Bertel","10:08.18","2000","3000-metres-steeplechase"
"Ekaterina ","Volkova","10:09.18","2000","3000-metres-steeplechase"
"Élodie ","Olivarès","10:09.64","2000","3000-metres-steeplechase"
"Melissa ","Rollison","10:10.73","2000","3000-metres-steeplechase"
"Daniela ","Petrescu","10:11.83","2000","3000-metres-steeplechase"
"Natalya ","Cherepanova","10:11.86","2000","3000-metres-steeplechase"
"Mariya ","Vilisova","10:12.07","2000","3000-metres-steeplechase"
"Analídia ","Torre","10:12.57","2000","3000-metres-steeplechase"
"Chantal ","Dällenbach","10:12.94","2000","3000-metres-steeplechase"
"Alina ","Cucerzan","10:13.29","2000","3000-metres-steeplechase"
"Tonya ","Dodge","10:13.83","2000","3000-metres-steeplechase"
"Véronique ","Bertel","10:13.95","2000","3000-metres-steeplechase"
"Susanne ","Wigene","10:14.95","2000","3000-metres-steeplechase"
"Leah ","Rogers","10:16.01","2000","3000-metres-steeplechase"
"Valerie ","Escot","10:18.70","2000","3000-metres-steeplechase"
"Desireé ","Owen","10:18.85","2000","3000-metres-steeplechase"
"Sylvie ","Aboulin","10:20.35","2000","3000-metres-steeplechase"
"Carla ","Tavares","10:20.91","2000","3000-metres-steeplechase"
"Karen ","Murphy","10:21.48","2000","3000-metres-steeplechase"
"Rachel ","Penney","10:22.70","2000","3000-metres-steeplechase"
"Johanna ","Lehtinen","10:22.76","2000","3000-metres-steeplechase"
"Ida ","Nilsson","10:22.92","2000","3000-metres-steeplechase"
"Nadezdha ","Trilinskaya","10:23.16","2000","3000-metres-steeplechase"
"Marina ","Pluzhnikova","10:23.37","2000","3000-metres-steeplechase"
"Kristin ","Ahlepil","10:23.37","2000","3000-metres-steeplechase"
"Stephanie ","de Croock","10:23.50","2000","3000-metres-steeplechase"
"Sonia ","Agoun","10:23.55","2000","3000-metres-steeplechase"
"Emily ","Mulick","10:25.79","2000","3000-metres-steeplechase"
"Kerry ","Hils","10:25.85","2000","3000-metres-steeplechase"
"Alesia ","Turava","9:16.51","2002","3000-metres-steeplechase"
"Alesia ","Turava","9:21.72","2002","3000-metres-steeplechase"
"Justyna ","Bak","9:22.29","2002","3000-metres-steeplechase"
"Alesia ","Turava","9:23.91","2002","3000-metres-steeplechase"
"Justyna ","Bak","9:32.26","2002","3000-metres-steeplechase"
"Élodie ","Olivarès","9:33.12","2002","3000-metres-steeplechase"
"Cristina ","Casandra","9:33.16","2002","3000-metres-steeplechase"
"Cristina ","Casandra","9:33.69","2002","3000-metres-steeplechase"
"Élodie ","Olivarès","9:37.04","2002","3000-metres-steeplechase"
"Melanie ","Schulz","9:38.31","2002","3000-metres-steeplechase"
"Cristina ","Casandra","9:40.41","2002","3000-metres-steeplechase"
"Justyna ","Bak","9:43.38","2002","3000-metres-steeplechase"
"Cristina ","Casandra","9:43.44","2002","3000-metres-steeplechase"
"Alesia ","Turava","9:43.81","2002","3000-metres-steeplechase"
"Laurence ","Duquenoy","9:43.89","2002","3000-metres-steeplechase"
"Cristina ","Casandra","9:43.93","2002","3000-metres-steeplechase"
"Michaela ","Mannová","9:45.94","2002","3000-metres-steeplechase"
"Irene ","Limika","9:46.84","2002","3000-metres-steeplechase"
"Cristina ","Casandra","9:47.00","2002","3000-metres-steeplechase"
"Elizabeth ","Jackson","9:47.35","2002","3000-metres-steeplechase"
"Analía ","Rosa","9:47.87","2002","3000-metres-steeplechase"
"Élodie ","Olivarès","9:48.25","2002","3000-metres-steeplechase"
"Melanie ","Schulz","9:48.32","2002","3000-metres-steeplechase"
"Analía ","Rosa","9:48.51","2002","3000-metres-steeplechase"
"Ida ","Nilsson","9:49.49","2002","3000-metres-steeplechase"
"Cristina ","Casandra","9:49.51","2002","3000-metres-steeplechase"
"Melanie ","Schulz","9:49.79","2002","3000-metres-steeplechase"
"Ida ","Nilsson","9:49.94","2002","3000-metres-steeplechase"
"Elizabeth ","Jackson","9:50.87","2002","3000-metres-steeplechase"
"Laurence ","Duquenoy","9:50.87","2002","3000-metres-steeplechase"
"Carolyn ","Henry","9:51.16","2002","3000-metres-steeplechase"
"Natalya ","Cherepanova","9:51.21","2002","3000-metres-steeplechase"
"Lívia ","Tóth","9:51.38","2002","3000-metres-steeplechase"
"Élodie ","Olivarès","9:51.53","2002","3000-metres-steeplechase"
"Lisa ","Nye","9:52.61","2002","3000-metres-steeplechase"
"Julia ","Budniak","9:52.77","2002","3000-metres-steeplechase"
"Sigrid ","Vanden Bempt","9:53.20","2002","3000-metres-steeplechase"
"Elizabeth ","Jackson","9:55.41","2002","3000-metres-steeplechase"
"Michaela ","Mannová","9:56.01","2002","3000-metres-steeplechase"
"Molly ","De Francesco","9:56.07","2002","3000-metres-steeplechase"
"Melissa ","Rollison","9:56.92","2002","3000-metres-steeplechase"
"Yamina ","Bouchaouante","9:57.17","2002","3000-metres-steeplechase"
"Analía ","Rosa","9:58.35","2002","3000-metres-steeplechase"
"Molly ","De Francesco","9:58.77","2002","3000-metres-steeplechase"
"Jana ","Biolková","9:58.86","2002","3000-metres-steeplechase"
"Korene ","Hinds","9:58.9","2002","3000-metres-steeplechase"
"Briana ","Shook","9:58.97","2002","3000-metres-steeplechase"
"Lívia ","Tóth","9:59.26","2002","3000-metres-steeplechase"
"Michaela ","Mannová","9:59.54","2002","3000-metres-steeplechase"
"Irene ","Limika","9:59.64","2002","3000-metres-steeplechase"
"Gulnara ","Galkina","9:08.33","2003","3000-metres-steeplechase"
"Alesia ","Turava","9:20.28","2003","3000-metres-steeplechase"
"Lyubov ","Kharlamova","9:24.78","2003","3000-metres-steeplechase"
"Gulnara ","Galkina","9:25.87","2003","3000-metres-steeplechase"
"Gulnara ","Galkina","9:32.05","2003","3000-metres-steeplechase"
"Ekaterina ","Volkova","9:32.31","2003","3000-metres-steeplechase"
"Alesia ","Turava","9:32.80","2003","3000-metres-steeplechase"
"Gulnara ","Galkina","9:34.41","2003","3000-metres-steeplechase"
"Docus ","Inzikuru","9:39.51","2003","3000-metres-steeplechase"
"Cristina ","Casandra","9:40.49","2003","3000-metres-steeplechase"
"Gulnara ","Galkina","9:40.89","2003","3000-metres-steeplechase"
"Lyubov ","Kharlamova","9:41.16","2003","3000-metres-steeplechase"
"Michaela ","Mannová","9:42.01","2003","3000-metres-steeplechase"
"Sigrid ","Vanden Bempt","9:42.04","2003","3000-metres-steeplechase"
"Docus ","Inzikuru","9:42.76","2003","3000-metres-steeplechase"
"Cristina ","Casandra","9:43.99","2003","3000-metres-steeplechase"
"Cristina ","Casandra","9:44.44","2003","3000-metres-steeplechase"
"Michaela ","Mannová","9:44.54","2003","3000-metres-steeplechase"
"Briana ","Shook","9:44.71","2003","3000-metres-steeplechase"
"Kathryn ","Andersen","9:44.95","2003","3000-metres-steeplechase"
"Cristina ","Casandra","9:46.23","2003","3000-metres-steeplechase"
"Lisa ","Aguilera","9:46.30","2003","3000-metres-steeplechase"
"Cristina ","Casandra","9:46.30","2003","3000-metres-steeplechase"
"Sigrid ","Vanden Bempt","9:46.60","2003","3000-metres-steeplechase"
"Ida ","Nilsson","9:46.74","2003","3000-metres-steeplechase"
"Alina ","Proca","9:46.76","2003","3000-metres-steeplechase"
"Kathryn ","Andersen","9:47.17","2003","3000-metres-steeplechase"
"Alina ","Proca","9:48.15","2003","3000-metres-steeplechase"
"Alesia ","Turava","9:48.19","2003","3000-metres-steeplechase"
"Cristina ","Casandra","9:48.47","2003","3000-metres-steeplechase"
"Kathryn ","Andersen","9:48.57","2003","3000-metres-steeplechase"
"Ida ","Nilsson","9:48.62","2003","3000-metres-steeplechase"
"Lisa ","Nye","9:49.14","2003","3000-metres-steeplechase"
"Lisa ","Aguilera","9:49.15","2003","3000-metres-steeplechase"
"Alina ","Proca","9:49.23","2003","3000-metres-steeplechase"
"Jana ","Biolková","9:49.40","2003","3000-metres-steeplechase"
"Analía ","Rosa","9:49.62","2003","3000-metres-steeplechase"
"Briana ","Shook","9:49.68","2003","3000-metres-steeplechase"
"Roisin ","McGettigan","9:50.12","2003","3000-metres-steeplechase"
"Jana ","Biolková","9:50.24","2003","3000-metres-steeplechase"
"Natalya ","Cherepanova","9:50.29","2003","3000-metres-steeplechase"
"Cristina ","Casandra","9:50.67","2003","3000-metres-steeplechase"
"Xiaofang ","Chen","9:50.88","2003","3000-metres-steeplechase"
"Cristina ","Casandra","9:51.16","2003","3000-metres-steeplechase"
"Ekaterina ","Volkova","9:51.27","2003","3000-metres-steeplechase"
"Lisa ","Aguilera","9:51.65","2003","3000-metres-steeplechase"
"Patrycja ","Wlodarczyk","9:52.13","2003","3000-metres-steeplechase"
"Élodie ","Olivarès","9:52.53","2003","3000-metres-steeplechase"
"Letiwe ","Marakurwa","9:52.98","2003","3000-metres-steeplechase"
"Irene ","Limika","9:52.99","2003","3000-metres-steeplechase"
"Gulnara ","Galkina","9:01.59","2004","3000-metres-steeplechase"
"Gulnara ","Galkina","9:09.84","2004","3000-metres-steeplechase"
"Gulnara ","Galkina","9:21.40","2004","3000-metres-steeplechase"
"Lyubov ","Kharlamova","9:28.02","2004","3000-metres-steeplechase"
"Docus ","Inzikuru","9:29.30","2004","3000-metres-steeplechase"
"Briana ","Shook","9:29.32","2004","3000-metres-steeplechase"
"Salome ","Chepchumba","9:29.81","2004","3000-metres-steeplechase"
"Bouchra ","Chaabi","9:30.35","2004","3000-metres-steeplechase"
"Cristina ","Casandra","9:31.96","2004","3000-metres-steeplechase"
"Cristina ","Casandra","9:34.36","2004","3000-metres-steeplechase"
"Sigrid ","Vanden Bempt","9:35.28","2004","3000-metres-steeplechase"
"Cristina ","Casandra","9:36.99","2004","3000-metres-steeplechase"
"Docus ","Inzikuru","9:37.41","2004","3000-metres-steeplechase"
"Cristina ","Casandra","9:38.63","2004","3000-metres-steeplechase"
"Ann ","Gaffigan","9:39.35","2004","3000-metres-steeplechase"
"Lyubov ","Kharlamova","9:39.56","2004","3000-metres-steeplechase"
"Lívia ","Tóth","9:39.84","2004","3000-metres-steeplechase"
"Cristina ","Casandra","9:41.33","2004","3000-metres-steeplechase"
"Élodie ","Olivarès","9:41.81","2004","3000-metres-steeplechase"
"Bouchra ","Chaabi","9:42.20","2004","3000-metres-steeplechase"
"Élodie ","Olivarès","9:42.56","2004","3000-metres-steeplechase"
"Analía ","Rosa","9:43.00","2004","3000-metres-steeplechase"
"Ida ","Nilsson","9:43.25","2004","3000-metres-steeplechase"
"Kathryn ","Andersen","9:44.68","2004","3000-metres-steeplechase"
"Lyubov ","Kharlamova","9:44.95","2004","3000-metres-steeplechase"
"Susanne ","Wigene","9:45.21","2004","3000-metres-steeplechase"
"Kathryn ","Andersen","9:45.52","2004","3000-metres-steeplechase"
"Roisin ","McGettigan","9:45.60","2004","3000-metres-steeplechase"
"Cristina ","Casandra","9:45.67","2004","3000-metres-steeplechase"
"Cristina ","Casandra","9:45.71","2004","3000-metres-steeplechase"
"Gladys Jerotich ","Kipkemoi","9:47.26","2004","3000-metres-steeplechase"
"Ida ","Nilsson","9:48.29","2004","3000-metres-steeplechase"
"Ida ","Nilsson","9:48.53","2004","3000-metres-steeplechase"
"Salome ","Chepchumba","9:48.56","2004","3000-metres-steeplechase"
"Kathryn ","Andersen","9:48.74","2004","3000-metres-steeplechase"
"Élodie ","Olivarès","9:48.81","2004","3000-metres-steeplechase"
"Fatiha ","Bahi Azzouhoum","9:48.97","2004","3000-metres-steeplechase"
"Sigrid ","Vanden Bempt","9:49.01","2004","3000-metres-steeplechase"
"Ancuta ","Bobocel","9:49.03","2004","3000-metres-steeplechase"
"Analía ","Rosa","9:49.06","2004","3000-metres-steeplechase"
"Svetlana ","Ivanova","9:49.24","2004","3000-metres-steeplechase"
"Alina ","Proca","9:49.24","2004","3000-metres-steeplechase"
"Carrie ","Messner-Vickers","9:49.40","2004","3000-metres-steeplechase"
"Irene ","Limika","9:49.43","2004","3000-metres-steeplechase"
"Briana ","Shook","9:49.44","2004","3000-metres-steeplechase"
"Catalina ","Oprea","9:50.04","2004","3000-metres-steeplechase"
"Michaela ","Mannová","9:50.08","2004","3000-metres-steeplechase"
"Tatyana ","Vilisova","9:50.14","2004","3000-metres-steeplechase"
"Carrie ","Messner-Vickers","9:50.16","2004","3000-metres-steeplechase"
"Justyna ","Bak","9:50.27","2004","3000-metres-steeplechase"
"Docus ","Inzikuru","9:15.04","2005","3000-metres-steeplechase"
"Docus ","Inzikuru","9:16.46","2005","3000-metres-steeplechase"
"Docus ","Inzikuru","9:18.24","2005","3000-metres-steeplechase"
"Docus ","Inzikuru","9:20.33","2005","3000-metres-steeplechase"
"Ekaterina ","Volkova","9:20.49","2005","3000-metres-steeplechase"
"Docus ","Inzikuru","9:21.80","2005","3000-metres-steeplechase"
"Wioletta ","Frankiewicz","9:25.09","2005","3000-metres-steeplechase"
"Wioletta ","Frankiewicz","9:25.47","2005","3000-metres-steeplechase"
"Jeruto Kiptum ","Kiptubi","9:26.95","2005","3000-metres-steeplechase"
"Mardrea ","Hyman","9:27.21","2005","3000-metres-steeplechase"
"Docus ","Inzikuru","9:27.85","2005","3000-metres-steeplechase"
